1 83.296
2 83.42
3 83.424
4 83.512
5 83.494
6 83.544
7 83.547
8 83.527
9 83.457
10 83.463
11 83.475
12 83.499
13 83.372
14 83.716
15 83.338
16 83.457
17 83.42
18 83.451
19 83.433
20 83.406
21 84.395
22 83.261
23 83.352
24 83.334
25 83.268
26 83.427
27 83.37
28 83.37
29 83.417
30 83.516
