Date,Call_Amount,Call_WACR,Call_Min,Call_Max,Triparty_Amount,Triparty_WACR,MarketRepo_Amount,MarketRepo_WACR,Overnight_Total,MSF_Amount,MSF_Rate,SDF_Amount,SDF_Rate
2025-12-17,18160.19,5.46451,4.5,5.65,439833.9,5.2828,205109.38,5.3196,665765.77,354.0,5.5,151004.0,5.0
2025-12-18,16291.54,5.357879887,4.5,5.5,477284.75,5.1469,193038.24,4.8163,689026.83,4354.0,5.5,136767.0,5.0
2025-12-19,726.5,4.865052,4.5,5.05,8267.5,5.05919879,259.6,4.0,13451.9,314.0,5.5,125711.0,5.0
2025-12-20,704.25,4.765321,4.5,4.99,20322.3,10.1452,1135.02,4.4333,22161.57,,5.5,,5.0
2025-12-21,,,,,,,,,,2173.0,5.5,94924.0,5.0
2025-12-22,18149.59,5.378565631,4.5,5.5,503670.6,5.2992,199071.77,5.2601,725101.26,3452.0,5.5,76861.0,5.0
2025-12-23,16171.31,5.420889185,4.5,5.65,479202.0,5.2329,210106.69,5.3442,709153.6,412.0,5.5,179720.0,5.0
2025-12-24,17445.39,5.466821,4.5,5.57,475553.65,5.3098,208589.84,5.3819,704987.48,,5.5,,5.0
2025-12-25,,,,,,,,,,360.0,5.5,112877.0,5.0
2025-12-26,19903.06,5.462478,4.6,5.57,457698.45,5.2537,193728.87,5.4018,674669.98,504.0,5.5,151649.0,5.0
2025-12-27,,,,,,,,,,226.0,5.5,130817.0,5.0
2025-12-28,,,,,,,,,,277.0,5.5,132680.0,5.0
2025-12-29,16432.0,5.481799,4.5,5.6,464752.0,5.2346,191598.67,5.3807,675877.77,3413.0,5.5,145638.0,5.0
2025-12-30,14769.98,5.480879,4.5,5.62,451287.55,5.2944,176918.62,5.4364,646309.45,1203.0,5.5,147105.0,5.0
2025-12-31,9658.66,5.55970999,4.6,5.75,394577.2,5.329,182281.78,5.5978,590001.24,,5.5,,5.0
2026-01-01,14118.97,5.345787,4.5,5.45,439396.35,5.2032,190923.76,5.3232,647648.53,5230.0,5.5,97680.0,5.0
2026-01-02,1214.3,4.92534176,4.5,5.45,6228.5,5.25310199,150.64,5.1545,10501.19,1716.0,5.5,99641.0,5.0
2026-01-03,1065.6,4.747849,4.5,4.85,18772.2,10.441,146.23,3.8887,19984.03,540.0,5.5,87471.0,5.0
2026-01-04,,,,,,,,,,166.0,5.5,82309.0,5.0
2026-01-05,18787.42,5.400958,4.5,5.5,451651.35,5.1481,197591.86,5.323,670938.38,946.0,5.5,116861.0,5.0
2026-01-06,16263.37,5.311419,4.5,5.45,462195.55,5.0731,195043.02,5.2462,676409.49,,5.5,,5.0
2026-01-07,18861.41,5.299292841,4.5,5.48,445876.75,5.189,195305.15,5.2857,663180.86,3771.0,5.5,71870.0,5.0
2026-01-08,22210.69,5.395832997,4.5,5.53,452368.3,5.33,193581.8,5.3999,671476.09,334.0,5.5,84707.0,5.0
2026-01-09,18256.21,5.435098,4.5,5.6,465773.05,5.204,195207.09,5.4392,682543.95,342.0,5.5,162410.0,5.0
2026-01-10,,,,,,,,,,78.0,5.5,139495.0,5.0
2026-01-11,,,,,,,,,,72.0,5.5,141180.0,5.0
2026-01-12,16029.49,5.319496,4.3,5.4,468466.4,5.0647,194101.76,5.2893,682270.25,291.0,5.5,157091.0,5.0
2026-01-13,16979.29,5.347988,4.5,5.55,490765.15,5.2631,197977.92,5.3256,709849.86,925.0,5.5,114646.0,5.0
2026-01-14,16343.12,5.390256303,4.6,5.5,464481.15,5.2949,190595.44,5.3356,675587.11,788.0,5.5,119519.0,5.0
2026-01-15,,,,,,,,,,4437.0,5.5,154487.0,5.0
2026-01-16,1001.05,4.89150392,4.5,5.47,5510.0,5.046,254.27,4.4227,11402.72,885.0,5.5,135566.0,5.0
2026-01-17,802.25,4.817326,4.5,4.95,9401.75,5.1083,246.34,4.4943,10450.34,,5.5,,5.0
2026-01-18,,,,,,,,,,399.0,5.5,121330.0,5.0
2026-01-19,13619.35,5.402272869,4.5,5.5,487279.3,5.1326,193306.51,5.2701,698862.56,231.0,5.5,154012.0,5.0
2026-01-20,15456.37,5.415212,4.5,5.5,469748.15,5.1221,196598.44,5.2865,686310.36,1206.0,5.5,144630.0,5.0
2026-01-21,18454.62,5.435110557,4.5,5.5,485016.85,5.2673,188726.51,5.3062,696749.48,1730.0,5.5,94136.0,5.0
2026-01-22,17853.3,5.518233,4.5,5.65,492727.9,5.1947,183521.98,5.3298,698720.68,147.0,5.5,158854.0,5.0
2026-01-23,15722.95,5.391286,4.5,5.45,518956.15,5.1077,181143.39,5.236,720283.44,963.0,5.5,154409.0,5.0
2026-01-24,,,,,,,,,,65.0,5.5,136770.0,5.0
2026-01-25,,,,,,,,,,15.0,5.5,135896.0,5.0
2026-01-26,,,,,,,,,,191.0,5.5,141031.0,5.0
2026-01-27,14136.04,5.396919,4.6,5.5,526795.0,5.1581,192569.49,5.1846,738231.48,17951.0,5.5,141425.0,5.0
2026-01-28,21164.47,5.260345,4.5,5.4,536068.95,5.1591,186185.75,5.1537,747373.17,598.0,5.5,114328.0,5.0
2026-01-29,19688.01,5.311190567,4.5,5.5,521347.75,5.2729,200879.68,5.2583,745436.74,1345.0,5.5,103800.0,5.0
2026-01-30,1251.5,4.920352,4.5,5.55,7893.95,4.666133372,250.82,4.631,14491.82,2537.0,5.5,298644.0,5.0
2026-01-31,3158.15,5.280255845,4.5,5.55,19631.55,8.862,192.93,4.2404,22982.63,,5.5,,5.0
2026-02-01,,,,,,,,,,614.0,5.5,198361.0,5.0
2026-02-02,14162.12,5.202233,4.25,5.3,497242.6,4.5693,179840.362,4.9959,696620.632,618.0,5.5,320805.0,5.0
2026-02-03,13967.13,5.061901,4.4,5.26,490010.35,4.4016,170516.89,4.6744,679402.77,636.0,5.5,364627.0,5.0
2026-02-04,12305.09,4.984791,4.4,5.65,468035.05,4.2353,177676.73,4.4996,662893.87,786.0,5.5,342323.0,5.0
2026-02-05,14402.18,5.033373,4.4,5.15,472526.15,4.2989,166385.26,4.2076,658580.59,1018.0,5.5,357731.0,5.0
2026-02-06,973.55,4.710965024,4.4,5.1,2538.0,4.6019,184.94,3.6555,8843.49,732.0,5.5,503743.0,5.0
2026-02-07,865.45,4.548264,4.0,5.1,7580.9,4.1027,145.66,3.3641,8592.01,75.0,5.5,394150.0,5.0
2026-02-08,,,,,,,,,,32.0,5.5,365647.0,5.0
2026-02-09,12543.02,5.026307,4.1,5.1,473682.45,4.2739,173065.46,4.4741,665275.33,712.0,5.5,451983.0,5.0
2026-02-10,11387.69,5.022297,4.35,5.1,482804.85,4.4002,177559.27,4.4759,677314.91,,5.5,,5.0
2026-02-11,13945.12,5.030349,4.4,5.1,485867.8,4.6645,165788.61,4.672,671890.43,716.0,5.5,424012.0,5.0
2026-02-12,12810.41,5.043184,4.4,5.1,484117.55,4.7854,168514.01,4.8041,671352.97,729.0,5.5,440116.0,5.0
2026-02-13,13319.43,5.042039,4.5,5.1,486262.6,4.86,167724.36,4.8645,672117.29,726.0,5.5,459633.0,5.0
2026-02-14,,,,,,,,,,20.0,5.5,370372.0,5.0
2026-02-15,,,,,,,,,,15.0,5.5,370924.0,5.0
2026-02-16,16327.67,5.091465,4.5,5.2,496434.95,4.8372,173585.68,4.8782,691195.5,908.0,5.5,395533.0,5.0
2026-02-17,14237.47,5.082178,4.5,5.2,513648.6,4.8334,162195.24,4.8961,694878.51,787.0,5.5,396525.0,5.0
2026-02-18,12284.4,5.072861,4.5,5.2,481762.25,4.8927,168069.89,4.9279,666990.74,806.0,5.5,385884.0,5.0
2026-02-19,,,,,,,,,,74.0,5.5,323427.0,5.0
2026-02-20,878.1,4.816937,4.5,5.15,3579.9,4.795090874,249.68,4.2402,10526.88,773.0,5.5,361050.0,5.0
2026-02-21,853.71,4.719988,4.5,5.15,11536.4,9.6368,864.26,4.6865,13254.37,159.0,5.5,297305.0,5.0
2026-02-22,,,,,,,,,,90.0,5.5,251663.0,5.0
2026-02-23,14798.66,5.114626,4.5,5.5,492630.95,4.9328,182003.61,4.9902,695045.57,984.0,5.5,326598.0,5.0
2026-02-24,11772.12,5.096972,4.5,5.5,504977.95,4.894,184930.894,4.9533,707032.414,842.0,5.5,368828.0,5.0
2026-02-25,14941.06,5.084619,4.5,5.2,478239.6,4.8865,189942.2,4.9253,688419.31,868.0,5.5,360176.0,5.0
2026-02-26,13132.07,5.079592,4.5,5.2,464277.75,4.8965,183308.92,4.8655,665515.84,762.0,5.5,345621.0,5.0
2026-02-27,13608.21,5.107858858,4.5,5.22,436582.7,4.9301,184586.24,4.9162,639796.95,944.0,5.5,425596.0,5.0
2026-02-28,,,,,,,,,,358.0,5.5,373419.0,5.0
2026-03-01,,,,,,,,,,1036.0,5.5,300689.0,5.0
2026-03-02,9186.38,5.091006,4.5,5.2,448917.5,4.8714,184986.55,4.966,647300.23,745.0,5.5,389616.0,5.0
2026-03-03,,,,,,,,,,3.0,5.5,329507.0,5.0
2026-03-04,10966.48,5.113391,4.5,5.2,468028.85,4.8529,190393.42,4.97,676443.55,,5.5,,5.0
2026-03-05,13729.4,5.056977,4.5,5.15,468130.95,4.7908,192780.3,4.9257,679524.05,2193.0,5.5,428577.0,5.0
2026-03-06,1212.1,4.784013,4.5,5.15,6157.0,4.994546045,149.4,4.25,12836.9,1412.0,5.5,416349.0,5.0
2026-03-07,1070.7,4.758541,4.6,5.15,8601.5,9.802,4371.47,5.0808,14043.67,6693.0,5.5,344931.0,5.0
2026-03-08,,,,,,,,,,1303.0,5.5,299680.0,5.0
2026-03-09,15621.99,5.069622852,4.2,5.22,473222.2,4.8632,192057.1,4.5607,686434.99,138.0,5.5,343189.0,5.0
2026-03-10,15009.45,5.069012,4.5,5.2,488828.15,4.8021,194428.04,4.8424,703333.84,299.0,5.5,398376.0,5.0
2026-03-11,16993.21,5.076781,4.5,5.15,465898.5,4.7996,188881.97,4.8827,677002.93,344.0,5.5,363162.0,5.0
2026-03-12,17450.01,5.074231,4.5,5.15,460731.0,4.7872,190526.81,4.8441,673957.07,125.0,5.5,371547.0,5.0
2026-03-13,20426.88,5.104382867,4.6,5.2,458686.8,5.0363,192821.85,5.0101,677759.78,127.0,5.5,336969.0,5.0
2026-03-14,,,,,,,,,,154.0,5.5,313868.0,5.0
2026-03-15,,,,,,,,,,397.0,5.5,313385.0,5.0
2026-03-16,24016.9,5.311311243,4.6,5.45,492772.0,5.1842,190256.26,5.194,713418.91,1286.0,5.5,199408.0,5.0
