Date,Call_Amount,Call_WACR,Call_Min,Call_Max,Triparty_Amount,Triparty_WACR,MarketRepo_Amount,MarketRepo_WACR,Overnight_Total,MSF_Amount,MSF_Rate,SDF_Amount,SDF_Rate
2025-04-25,14474.89,5.861823,4.95,5.95,405721.7,5.7572,194293.12,5.8527,616051.71,198.0,6.25,128142.0,5.75
2025-04-26,0.0,,,,0.0,,0.0,,0.0,189.0,6.25,123654.0,5.75
2025-04-27,0.0,,,,0.0,,0.0,,0.0,223.0,6.25,125923.0,5.75
2025-04-28,15719.99,5.869795,4.95,5.95,401754.3,5.7478,189873.96,5.8201,609110.25,3190.0,6.25,132959.0,5.75
2025-04-29,16789.55,5.903898,4.95,6.1,407447.8,5.8474,188703.54,5.8413,614702.89,716.0,6.25,121701.0,5.75
2025-04-30,17990.81,5.942474,5.0,6.05,394904.1,5.9508,189156.35,5.9892,603530.26,7671.0,6.25,178695.0,5.75
2025-05-01,0.0,,,,0.0,,0.0,,0.0,14589.0,6.25,181779.0,5.75
2025-05-02,3119.4,5.700909,5.25,5.95,4029.95,5.807317,41.0,5.6,8819.35,513.0,6.25,192051.0,5.75
2025-05-03,1879.6,5.547444,5.25,5.95,13294.9,5.567,124.76,4.2372,15299.26,26.0,6.25,160719.0,5.75
2025-05-04,0.0,,,,0.0,,0.0,,0.0,29.0,6.25,162216.0,5.75
2025-05-05,20121.34,5.886008,4.95,6.0,393130.0,5.7606,201954.54,5.6569,616544.88,395.0,6.25,162616.0,5.75
2025-05-06,18781.54,5.844357,4.95,5.95,386686.15,5.7547,205367.55,5.7332,612824.24,161.0,6.25,178561.0,5.75
2025-05-07,15647.98,5.831227,4.9,5.95,370157.0,5.7458,211034.33,5.7408,598270.162,493.0,6.25,182611.0,5.75
2025-05-08,15220.7,5.821234,4.9,5.9,379886.45,5.729042,209827.75,5.7077,606342.9,1980.0,6.25,177191.0,5.75
2025-05-09,14822.0,5.835597,4.9,6.0,392344.05,5.7931,197907.63,5.5138,606871.68,552.0,6.25,213300.0,5.75
2025-05-10,0.0,,,,0.0,,0.0,,0.0,2404.0,6.25,206960.0,5.75
2025-05-11,0.0,,,,0.0,,0.0,,0.0,2543.0,6.25,207489.0,5.75
2025-05-12,0.0,,,,0.0,,0.0,,0.0,2281.0,6.25,205550.0,5.75
2025-05-13,16043.27,5.833914,4.9,5.9,372607.1,5.7189,198108.35,5.6108,588426.72,154.0,6.25,194470.0,5.75
2025-05-14,19557.0,5.838318,4.9,5.9,362119.65,5.7113,190641.99,5.6004,574116.64,175.0,6.25,222868.0,5.75
2025-05-15,16780.79,5.828644,4.9,5.9,379720.25,5.680943,202433.14,5.6395,600556.18,358.0,6.25,262952.0,5.75
2025-05-16,1699.15,5.560852,5.25,5.9,3253.75,5.74144663,41.0,5.25,6686.9,340.0,6.25,289909.0,5.75
2025-05-17,1457.3,5.42489,5.2,5.9,13471.4,10.6422,37.83,4.4661,14966.53,513.0,6.25,231345.0,5.75
2025-05-18,,,,,,,,,,396.0,6.25,175950.0,5.75
2025-05-19,15136.12,5.794114,4.85,5.9,383321.9,5.640092,191620.3,5.6761,591996.32,456.0,6.25,234140.0,5.75
2025-05-20,16733.5,5.790443,4.85,5.85,377859.8,5.6559,177682.6,5.6924,574008.9,435.0,6.25,224630.0,5.75
2025-05-21,17914.8,5.80349,4.85,5.9,391287.55,5.7344,177177.32,5.7466,588274.67,591.0,6.25,171096.0,5.75
2025-05-22,19706.01,5.847039,4.85,5.9,418840.25,5.785298,178992.8,5.7758,619034.06,616.0,6.25,138547.0,5.75
2025-05-23,17871.73,5.851257,4.85,5.9,407410.15,5.7748,181048.05,5.8059,607641.93,676.0,6.25,209752.0,5.75
2025-05-24,,,,,,,,,,601.0,6.25,181823.0,5.75
2025-05-25,,,,,,,,,,879.0,6.25,149634.0,5.75
2025-05-26,17675.9,5.80714,4.85,5.85,387513.9,5.7257,184843.52,5.7735,592037.32,2476.0,6.25,210831.0,5.75
2025-05-27,16118.89,5.798552,4.85,5.85,402086.45,5.7025,174981.97,5.7343,594972.31,902.0,6.25,227421.0,5.75
2025-05-28,15980.96,5.79546,4.85,5.85,402610.35,5.7107,173035.98,5.7104,593184.29,606.0,6.25,229136.0,5.75
2025-05-29,15981.9,5.776742877,4.85,5.82,388926.6,5.72154,171005.6,5.6919,577073.3,1062.0,6.25,218709.0,5.75
2025-05-30,1254.14,5.553105,5.25,5.9,13228.5,5.899171183,63.0,5.25,15924.84,1540.0,6.25,229098.0,5.75
2025-05-31,1120.25,5.524329,5.25,5.9,18929.25,11.0886,287.7,5.0241,20337.2,1005.0,6.25,246776.0,5.75
2025-06-01,,,,,,,,,,922.0,6.25,231621.0,5.75
2025-06-02,13896.23,5.786601164,4.85,5.85,400348.25,5.6629,176824.99,5.6679,592508.67,1109.0,6.25,292229.0,5.75
2025-06-03,14292.98,5.767214,4.85,6.65,394520.6,5.5935,179199.44,5.6811,589368.22,447.0,6.25,314265.0,5.75
2025-06-04,13718.05,5.752193,4.85,5.85,369233.55,5.6223,170770.32,5.6828,555169.12,622.0,6.25,299291.0,5.75
2025-06-05,14807.06,5.755666,4.85,5.85,379237.9,5.65526,179788.41,5.705,575133.57,580.0,6.25,316403.0,5.75
2025-06-06,12631.52,5.417355,4.85,5.5,407021.7,5.2868,187798.88,5.4138,609302.1,1977.0,5.75,326946.0,5.25
2025-06-07,,,,,,,,,,58.0,5.75,197270.0,5.25
2025-06-08,,,,,,,,,,25.0,5.75,196222.0,5.25
2025-06-09,14727.29,5.302881,4.75,5.4,374905.75,5.1986,186432.0,5.2537,580215.04,2123.0,5.75,258855.0,5.25
2025-06-10,14668.83,5.29874,4.8,5.35,385161.7,5.19,185235.88,5.2003,586990.41,16.0,5.75,272671.0,5.25
2025-06-11,15257.24,5.305268,4.8,5.35,383941.95,5.1985,194273.33,5.1339,595936.52,1124.0,5.75,267414.0,5.25
2025-06-12,15397.47,5.294606,4.35,5.36,416931.5,5.200746,196954.26,5.0678,631349.23,1095.0,5.75,285659.0,5.25
2025-06-13,18287.85,5.307271385,4.75,5.36,391224.75,5.1562,184185.1,5.1586,595523.7,2248.0,5.75,373129.0,5.25
2025-06-14,,,,,,,,,,8.0,5.75,219212.0,5.25
2025-06-15,,,,,,,,,,48.0,5.75,205124.0,5.25
2025-06-16,15722.23,5.30376783,4.75,5.35,398860.95,5.2249,201209.51,5.1569,617545.69,1289.0,5.75,277831.0,5.25
2025-06-17,13828.18,5.262892,4.5,5.35,409067.3,5.1994,196647.5,5.1428,622236.08,1297.0,5.75,299971.0,5.25
2025-06-18,15058.07,5.265535,4.75,5.35,398470.6,5.1876,183650.7,5.144,599803.47,1389.0,5.75,296073.0,5.25
2025-06-19,14174.25,5.257791,4.7,5.35,396475.35,5.181118,186372.11,5.1626,599265.81,1323.0,5.75,322568.0,5.25
2025-06-20,1610.95,5.118915,4.75,5.3,4634.75,5.169810923,54.0,5.0,9033.7,2659.0,5.75,303886.0,5.25
2025-06-21,1267.25,5.041063,4.5,5.3,17712.05,10.552,175.98,4.0412,19155.28,946.0,5.75,235683.0,5.25
2025-06-22,,,,,,,,,,285.0,5.75,196522.0,5.25
2025-06-23,16996.13,5.269741,4.75,5.35,418203.05,5.2321,181187.07,5.092,618964.9,906.0,5.75,251686.0,5.25
2025-06-24,17196.57,5.269543,4.75,5.35,432260.4,5.2013,177182.93,4.9571,628883.45,1090.0,5.75,267171.0,5.25
2025-06-25,16775.52,5.285869,4.75,5.35,409038.35,5.2476,180038.55,4.9366,607638.822,1309.0,5.75,255293.0,5.25
2025-06-26,18327.98,5.2715,4.75,5.35,400730.45,5.2368,186894.48,4.9685,607651.46,1826.0,5.75,279877.0,5.25
2025-06-27,15051.98,5.381332,4.75,5.6,406137.85,5.4213,221441.08,4.9755,644354.46,1065.0,5.75,223883.0,5.25
2025-06-28,,,,,,,,,,436.0,5.75,155844.0,5.25
2025-06-29,,,,,,,,,,141.0,5.75,153631.0,5.25
2025-06-30,13225.85,5.496514,4.75,5.7,396463.0,5.4177,200456.17,5.3841,612012.57,5705.0,5.75,189751.0,5.25
2025-07-01,16015.92,5.308668,4.75,5.4,461298.45,5.1875,200852.61,5.2126,681010.53,1233.0,5.75,255381.0,5.25
2025-07-02,16924.02,5.265512,4.7,5.35,429235.45,5.137,189448.64,5.2012,637489.66,3410.0,5.75,299291.0,5.25
2025-07-03,17240.47,5.263833,4.75,5.35,415519.4,5.1189,194980.3,5.1984,629660.72,1111.0,5.75,326770.0,5.25
2025-07-04,1279.55,5.002055,4.75,5.3,3957.0,5.000216679,97.0,5.0,7134.1,1282.0,5.75,332158.0,5.25
2025-07-05,1535.9,4.908565,4.7,5.3,15656.6,9.74,146.51,3.9576,17339.01,216.0,5.75,285155.0,5.25
2025-07-06,,,,,,,,,,339.0,5.75,250650.0,5.25
2025-07-07,17060.89,5.257193,4.75,5.35,400746.1,5.1105,192328.36,5.1761,613280.002,1051.0,5.75,250865.0,5.25
2025-07-08,18712.2,5.256276,4.5,5.35,390353.65,5.1277,184543.48,5.1917,595739.88,1072.0,5.75,214021.0,5.25
2025-07-09,17823.2,5.318202298,4.8,5.45,395112.65,5.2914,184573.2,5.3298,599336.05,1081.0,5.75,136036.0,5.25
2025-07-10,19066.4,5.357123,4.75,5.45,386756.85,5.2499,190297.9,5.3202,598675.7,1078.0,5.75,124621.0,5.25
2025-07-11,15690.99,5.449945,4.75,5.55,401112.75,5.3033,197033.19,5.3923,616031.48,1223.0,5.75,187091.0,5.25
2025-07-12,,,,,,,,,,85.0,5.75,127893.0,5.25
2025-07-13,,,,,,,,,,81.0,5.75,132452.0,5.25
2025-07-14,15488.9,5.313803,4.75,5.4,374506.85,5.1889,191715.2,5.2729,584270.5,838.0,5.75,116037.0,5.25
2025-07-15,16248.43,5.376861,4.75,5.5,395077.45,5.2982,192544.59,5.3661,606180.02,869.0,5.75,97432.0,5.25
2025-07-16,19774.73,5.359337,4.75,5.45,384694.9,5.2764,184341.05,5.3394,591245.23,879.0,5.75,109064.0,5.25
2025-07-17,18360.64,5.345577,4.75,5.4,406012.65,5.2839,182713.18,5.3366,609521.02,808.0,5.75,106279.0,5.25
2025-07-18,1238.4,5.110314,4.75,5.4,3345.5,5.223998221,140.12,4.7605,7138.57,951.0,5.75,116590.0,5.25
2025-07-19,897.8,5.002879,4.75,5.4,11775.7,10.1436,105.77,4.6034,12779.27,819.0,5.75,111162.0,5.25
2025-07-20,,,,,,,,,,1179.0,5.75,103669.0,5.25
2025-07-21,18053.92,5.479538798,4.75,5.7,414235.8,5.5064,184961.35,5.5067,619575.62,10750.0,5.75,56852.0,5.25
2025-07-22,17157.62,5.623781048,4.75,5.8,417073.8,5.6888,176684.55,5.6885,613605.52,13273.0,5.75,63745.0,5.25
2025-07-23,17346.55,5.728392187,4.75,5.85,404014.05,5.7157,179687.94,5.7474,603403.84,820.0,5.75,78428.0,5.25
2025-07-24,15971.76,5.543257,4.75,5.65,410930.35,5.4385,179185.5,5.5343,608438.16,362.0,5.75,117991.0,5.25
2025-07-25,17742.32,5.392915,4.75,5.45,388181.05,5.3201,192068.35,5.3902,600423.27,1906.0,5.75,174961.0,5.25
2025-07-26,,,,,,,,,,484.0,5.75,119530.0,5.25
2025-07-27,,,,,,,,,,484.0,5.75,121441.0,5.25
2025-07-28,16044.93,5.34568,4.75,5.4,388160.45,5.2595,191849.94,5.3191,598650.87,938.0,5.75,109847.0,5.25
2025-07-29,17090.36,5.384966,4.75,5.45,399756.25,5.2962,183875.18,5.3764,603317.34,1584.0,5.75,108957.0,5.25
2025-07-30,20087.24,5.369425,4.75,5.42,397447.2,5.3263,175488.07,5.3507,595643.06,1408.0,5.75,94716.0,5.25
2025-07-31,18011.87,5.485561,4.75,5.55,398426.75,5.4296,183826.13,5.445,602930.3,1649.0,5.75,114195.0,5.25
2025-08-01,950.45,5.041499,4.75,5.35,6437.05,5.243112155,,,10166.05,1100.0,5.75,204806.0,5.25
2025-08-02,1089.75,4.953758,4.75,5.24,9262.55,10.2076,1165.05,4.6038,11517.35,284.0,5.75,232922.0,5.25
2025-08-03,,,,,,,,,,46.0,5.75,204672.0,5.25
2025-08-04,15411.51,5.368104,4.75,5.45,402397.55,5.2221,191802.07,5.2879,612401.68,1232.0,5.75,239701.0,5.25
2025-08-05,15815.0,5.355289,4.75,5.45,394438.9,5.196,188662.53,5.258,601791.98,1087.0,5.75,236724.0,5.25
2025-08-06,16511.94,5.326402,4.75,5.5,389060.35,5.199,192246.61,5.1974,600499.9,1697.0,5.75,163097.0,5.25
2025-08-07,20333.19,5.443575995,4.75,6.0,375738.9,5.3944,197916.24,5.2626,597533.33,11066.0,5.75,86154.0,5.25
2025-08-08,14810.72,5.555,4.75,5.7,392741.05,5.4697,214455.05,5.3211,625585.87,4352.0,5.75,168392.0,5.25
2025-08-09,,,,,,,,,,396.0,5.75,84124.0,5.25
2025-08-10,,,,,,,,,,359.0,5.75,86805.0,5.25
2025-08-11,16907.59,5.364897,4.75,5.45,387158.25,5.3461,202920.78,5.1869,609876.12,1071.0,5.75,97719.0,5.25
2025-08-12,17909.75,5.451494,4.85,5.55,405364.55,5.4055,197505.11,5.3288,623184.96,1271.0,5.75,83758.0,5.25
2025-08-13,13293.67,5.457533,4.75,5.55,413411.25,5.3603,194366.96,5.3302,624770.93,1814.0,5.75,111927.0,5.25
2025-08-14,673.25,5.215035276,4.95,5.55,1759.25,5.321838567,,,5273.05,1127.0,5.75,132763.0,5.25
2025-08-15,,,,,,,,,,134.0,5.75,119519.0,5.25
2025-08-16,477.65,5.01129,4.75,5.45,15700.7,10.095,330.37,3.7436,16508.72,214.0,5.75,133135.0,5.25
2025-08-17,,,,,,,,,,239.0,5.75,120519.0,5.25
2025-08-18,16504.7,5.399794,4.7,5.55,420800.5,5.3196,200259.39,5.3194,640261.14,1273.0,5.75,111903.0,5.25
2025-08-19,16735.5,5.431232,4.7,5.52,417278.35,5.3402,194784.35,5.0451,631769.75,1992.0,5.75,105186.0,5.25
2025-08-20,16699.9,5.46783,4.75,5.55,400321.15,5.4031,198968.05,4.9628,619310.65,4249.0,5.75,74157.0,5.25
2025-08-21,19022.22,5.517929232,4.75,5.75,415978.15,5.5493,196101.8,5.1322,634112.67,7687.0,5.75,83484.0,5.25
2025-08-22,17970.39,5.514579705,4.0,5.63,444453.45,5.5073,204044.63,5.3164,669298.97,1818.0,5.75,155889.0,5.25
2025-08-23,,,,,,,,,,322.0,5.75,90563.0,5.25
2025-08-24,,,,,,,,,,533.0,5.75,92624.0,5.25
2025-08-25,18313.38,5.448795,4.0,5.5,436906.95,5.3853,211600.35,5.3943,670429.032,1837.0,5.75,116270.0,5.25
2025-08-26,17767.78,5.436515,4.75,5.5,456046.05,5.3626,193823.01,5.371,670900.89,1590.0,5.75,127715.0,5.25
2025-08-27,,,,,,,,,,1292.0,5.75,115946.0,5.25
2025-08-28,17689.02,5.460208,4.75,5.6,447565.8,5.3641,185240.93,5.3781,653452.3,3579.0,5.75,126448.0,5.25
2025-08-29,1328.45,5.068422,4.75,5.35,9477.7,5.324688381,829.1,4.795,14546.8,1950.0,5.75,117618.0,5.25
2025-08-30,956.0,4.971695,4.75,5.24,25611.1,10.335,372.6,3.9909,26939.7,953.0,5.75,138905.0,5.25
2025-08-31,,,,,,,,,,780.0,5.75,129849.0,5.25
2025-09-01,19090.43,5.419695,4.75,5.55,411539.75,5.2839,187119.53,5.3218,619876.26,4571.0,5.75,118298.0,5.25
2025-09-02,19453.43,5.389373,4.75,5.5,419838.5,5.2669,196842.7,5.2821,638608.18,1510.0,5.75,127443.0,5.25
2025-09-03,20605.04,5.353369,4.75,5.4,401255.05,5.2607,190274.37,5.2816,614313.01,1952.0,5.75,118742.0,5.25
2025-09-04,,,,,,,,,,4644.0,5.75,149334.0,5.25
2025-09-05,92.4,4.998918,4.9,5.0,1601.55,5.1509,,,1843.95,3936.0,5.75,149276.0,5.25
2025-09-06,1214.9,4.994526,4.75,5.0,8892.45,5.2073,282.01,3.9788,10389.36,868.0,5.75,109040.0,5.25
2025-09-07,,,,,,,,,,824.0,5.75,104586.0,5.25
2025-09-08,,,,,,,,,,12069.0,5.75,104910.0,5.25
2025-09-09,19721.84,5.353849,4.75,5.45,430170.75,5.2791,195504.52,5.3301,647888.66,1052.0,5.75,123828.0,5.25
2025-09-10,17269.96,5.340539879,4.75,5.4,424339.35,5.2929,194849.31,5.3103,640321.17,967.0,5.75,99886.0,5.25
2025-09-11,21901.38,5.354426328,4.75,5.4,427106.9,5.2953,191331.86,5.3426,642613.69,1159.0,5.75,124040.0,5.25
2025-09-12,19411.0,5.426090721,4.75,5.5,400317.15,5.3515,194710.95,5.3888,616872.15,1184.0,5.75,123250.0,5.25
2025-09-13,,,,,,,,,,969.0,5.75,112438.0,5.25
2025-09-14,,,,,,,,,,1176.0,5.75,115495.0,5.25
2025-09-15,20167.6,5.435252523,4.75,5.55,392079.4,5.3151,202330.45,5.3775,618104.95,1282.0,5.75,199673.0,5.25
2025-09-16,20599.74,5.431352,4.75,5.5,450372.45,5.3701,195710.63,5.4136,670225.222,18172.0,5.75,98460.0,5.25
2025-09-17,22370.32,5.468099,4.75,5.65,437538.75,5.4439,199471.15,5.4524,662665.77,1507.0,5.75,74961.0,5.25
2025-09-18,21491.4,5.551446,4.75,5.65,434546.35,5.4772,200481.39,5.5394,660114.69,2849.0,5.75,111533.0,5.25
2025-09-19,884.15,5.059922,4.75,5.24,2885.05,5.264158487,2037.24,5.4967,9381.99,310.0,5.75,124189.0,5.25
2025-09-20,2206.55,5.36822,4.75,5.5,17110.2,10.6558,131.02,4.715,19447.77,438.0,5.75,77708.0,5.25
2025-09-21,,,,,,,,,,230.0,5.75,73485.0,5.25
2025-09-22,20614.94,5.577726,4.75,5.8,441189.35,5.5387,199397.07,5.5319,665112.91,6679.0,5.75,66129.0,5.25
2025-09-23,18374.64,5.589233,4.75,5.7,435985.5,5.4108,199774.52,5.5662,657845.66,328.0,5.75,123947.0,5.25
2025-09-24,16046.55,5.516484,4.75,5.6,440642.7,5.4549,203860.71,5.4929,664689.51,403.0,5.75,93350.0,5.25
2025-09-25,20334.77,5.579621,4.75,5.75,425873.55,5.5196,210336.86,5.5516,660450.48,2688.0,5.75,95049.0,5.25
2025-09-26,16315.66,5.578612,4.75,5.75,436553.35,5.4394,208130.3,5.5554,665281.36,385.0,5.75,147590.0,5.25
2025-09-27,,,,,,,,,,2966.0,5.75,136939.0,5.25
2025-09-28,,,,,,,,,,6922.0,5.75,137488.0,5.25
2025-09-29,17082.66,5.527697,4.75,5.6,430875.5,5.3987,191663.21,5.522,643715.92,1897.0,5.75,158209.0,5.25
2025-09-30,9754.15,5.68532,4.75,5.85,399634.65,5.4716,192062.78,5.5038,605987.13,1850.0,5.75,175443.0,5.25
2025-10-01,14843.86,5.370772,4.75,5.45,420153.5,5.293,218614.04,5.3163,657469.95,651.0,5.75,184677.0,5.25
2025-10-02,,,,,,,,,,204.0,5.75,181620.0,5.25
2025-10-03,1752.1,5.155466,4.75,5.4,14033.95,5.027284632,100.0,5.0,19509.6,1512.0,5.75,201622.0,5.25
2025-10-04,1542.85,5.020473,4.75,5.24,11194.9,10.2,210.1,4.2054,12947.85,313.0,5.75,178791.0,5.25
2025-10-05,,,,,,,,,,157.0,5.75,160593.0,5.25
2025-10-06,13757.99,5.350551,4.8,5.4,411245.5,5.2406,230378.65,5.3147,659919.69,1158.0,5.75,169737.0,5.25
2025-10-07,13405.02,5.352234,4.85,5.4,392803.3,5.238,224481.4,5.2977,635290.27,1430.0,5.75,158517.0,5.25
2025-10-08,15471.12,5.341385,4.75,5.4,414362.3,5.268,204428.91,5.3058,638972.88,1231.0,5.75,139538.0,5.25
2025-10-09,20823.46,5.511010057,4.75,6.0,396728.25,5.5547,228270.71,5.5117,649823.97,15771.0,5.75,133799.0,5.25
2025-10-10,18168.82,5.579948,4.75,5.75,404433.8,5.4684,223416.72,5.5127,649927.89,2783.0,5.75,194925.0,5.25
2025-10-11,,,,,,,,,,1780.0,5.75,165273.0,5.25
2025-10-12,,,,,,,,,,2367.0,5.75,171513.0,5.25
2025-10-13,19550.46,5.47456,4.75,5.6,441352.0,5.3183,211580.6,5.4007,676329.61,14585.0,5.75,154542.0,5.25
2025-10-14,15198.66,5.394212549,4.85,5.5,411573.75,5.2738,198081.71,5.3514,628725.67,3164.0,5.75,140996.0,5.25
2025-10-15,18944.29,5.369382,4.75,5.6,422101.8,5.3248,199444.67,5.3483,644147.31,2357.0,5.75,126237.0,5.25
2025-10-16,17803.74,5.400388,4.85,6.1,436269.35,5.3153,200957.705,5.3857,657962.345,3956.0,5.75,139276.0,5.25
2025-10-17,2385.55,5.297816017,4.9,5.6,5214.5,5.4413,105.78,4.4319,10543.38,7783.0,5.75,120474.0,5.25
2025-10-18,950.4,5.064751683,4.9,5.5,10249.1,5.5173,121.78,5.1491,11321.28,5530.0,5.75,61374.0,5.25
2025-10-19,,,,,,,,,,5942.0,5.75,61891.0,5.25
2025-10-20,11898.9,5.613635,4.5,5.68,396644.5,5.4408,207965.09,5.559,619511.04,424.0,5.75,104425.0,5.25
2025-10-21,,,,,,,,,,397.0,5.75,109627.0,5.25
2025-10-22,,,,,,,,,,85.0,5.75,119420.0,5.25
2025-10-23,14926.6,5.455844,4.4,5.6,416177.0,5.267,213994.89,5.4383,648081.04,431.0,5.75,160431.0,5.25
2025-10-24,18730.15,5.581974,4.85,6.0,429330.5,5.5195,206905.91,5.5042,658514.11,7026.0,5.75,79899.0,5.25
2025-10-25,,,,,,,,,,14304.0,5.75,78878.0,5.25
2025-10-26,,,,,,,,,,16390.0,5.75,82049.0,5.25
2025-10-27,16781.31,5.585116,4.85,5.75,450356.85,5.4965,191781.46,5.5567,662548.17,3040.0,5.75,95046.0,5.25
2025-10-28,19292.87,5.556374,4.85,5.68,447488.75,5.4119,199766.93,5.5287,670181.1,529.0,5.75,129424.0,5.25
2025-10-29,15955.31,5.564467,4.85,5.75,452410.8,5.5043,195725.16,5.5292,668000.82,615.0,5.75,85235.0,5.25
2025-10-30,16150.2,5.570526,4.85,5.68,450202.85,5.4683,195168.61,5.5311,665273.512,624.0,5.75,120630.0,5.25
2025-10-31,922.9,5.09468,4.75,5.35,8235.5,5.657904772,177.7,5.1732,12914.1,5489.0,5.75,140138.0,5.25
2025-11-01,1552.35,5.117216,4.85,5.6,24993.3,10.3472,3952.11,5.512,30497.76,445.0,5.75,122685.0,5.25
2025-11-02,,,,,,,,,,370.0,5.75,119816.0,5.25
2025-11-03,15561.66,5.418452,4.7,5.55,422753.35,5.2023,186383.38,5.3304,628623.39,895.0,5.75,187516.0,5.25
2025-11-04,14653.6,5.424375,4.75,5.55,401024.8,5.2023,202924.14,5.2376,622527.54,865.0,5.75,220291.0,5.25
2025-11-05,,,,,,,,,,590.0,5.75,206927.0,5.25
2025-11-06,17372.09,5.401137,4.8,5.5,411200.5,5.1348,205539.03,5.2523,637846.62,1982.0,5.75,244330.0,5.25
2025-11-07,18977.39,5.387543,4.85,5.45,393272.75,5.1552,202419.44,5.2509,618944.58,916.0,5.75,251010.0,5.25
2025-11-08,,,,,,,,,,56.0,5.75,200181.0,5.25
2025-11-09,,,,,,,,,,104.0,5.75,202615.0,5.25
2025-11-10,16498.65,5.342418,4.75,5.45,409399.95,5.1858,208933.06,5.2695,638938.16,870.0,5.75,211369.0,5.25
2025-11-11,16116.06,5.339433,4.85,5.4,414916.45,5.1568,208612.2,5.2565,643846.21,643.0,5.75,220994.0,5.25
2025-11-12,16851.58,5.342757,4.8,5.4,395862.7,5.1558,207639.45,5.2579,624516.23,800.0,5.75,219951.0,5.25
2025-11-13,15670.13,5.333895,4.85,5.4,391506.2,5.1212,205467.52,5.2463,616706.35,800.0,5.75,249197.0,5.25
2025-11-14,1347.7,5.073972323,4.85,5.35,2359.55,5.270035224,186.81,4.5386,7890.56,2158.0,5.75,192759.0,5.25
2025-11-15,1226.85,5.006421,4.8,5.4,25641.7,10.3322,939.47,4.4674,27808.02,1113.0,5.75,131941.0,5.25
2025-11-16,,,,,,,,,,125.0,5.75,110112.0,5.25
2025-11-17,16220.37,5.364711,4.75,5.45,412516.05,5.2133,205827.74,5.2975,638465.66,839.0,5.75,196682.0,5.25
2025-11-18,16580.16,5.372561,4.75,5.45,422639.95,5.1983,205324.47,5.2878,648091.08,979.0,5.75,183892.0,5.25
2025-11-19,16360.95,5.382354,4.85,5.45,416205.35,5.1978,207159.53,5.2835,642873.33,869.0,5.75,180834.0,5.25
2025-11-20,17968.42,5.41336,4.75,5.5,418721.15,5.2651,208693.44,5.3585,648360.51,1072.0,5.75,166262.0,5.25
2025-11-21,18354.7,5.519948,4.75,5.6,429310.5,5.3528,201107.541,5.4627,652118.241,445.0,5.75,174122.0,5.25
2025-11-22,,,,,,,,,,3084.0,5.75,149537.0,5.25
2025-11-23,,,,,,,,,,4934.0,5.75,152089.0,5.25
2025-11-24,19991.38,5.522044,4.75,5.6,451972.35,5.3129,214835.95,5.4414,690995.18,729.0,5.75,153483.0,5.25
2025-11-25,18709.12,5.433343,4.75,5.5,475781.55,5.2542,202654.56,5.3332,700555.73,1092.0,5.75,159522.0,5.25
2025-11-26,16851.11,5.388774,4.75,5.45,474376.8,5.26,198747.08,5.3152,692932.49,1985.0,5.75,141197.0,5.25
2025-11-27,19550.95,5.398651,4.75,5.45,442143.8,5.3001,212880.88,5.3365,677866.13,318.0,5.75,150906.0,5.25
2025-11-28,1860.0,5.207972,4.75,5.6,8879.35,5.402283725,349.74,5.44,14744.59,2144.0,5.75,186351.0,5.25
2025-11-29,3142.62,5.2475,4.75,5.4,23805.9,9.8094,5837.57,5.5535,32786.09,341.0,5.75,153397.0,5.25
2025-11-30,,,,,,,,,,307.0,5.75,135576.0,5.25
2025-12-01,18280.75,5.419074,4.75,5.6,415631.0,5.1993,222758.12,5.3706,659386.37,808.0,5.75,212277.0,5.25
2025-12-02,18792.22,5.343121,4.75,5.5,417433.3,5.1833,218770.11,5.2905,658357.63,780.0,5.75,173009.0,5.25
2025-12-03,18928.82,5.348271,4.75,5.6,396732.7,5.1681,245396.41,5.3018,664238.43,806.0,5.75,158529.0,5.25
2025-12-04,20174.68,5.434286,4.75,5.55,403694.65,5.2511,213993.12,5.383,641845.75,810.0,5.75,146034.0,5.25
2025-12-05,1528.95,5.119323718,4.7,5.4,3836.65,5.037483585,252.02,4.7991,10360.92,2101.0,5.5,139697.0,5.0
2025-12-06,805.8,4.925648,4.7,5.4,19023.25,10.4972,395.59,4.8254,20224.64,523.0,5.5,117007.0,5.0
2025-12-07,,,,,,,,,,332.0,5.5,120448.0,5.0
2025-12-08,19226.72,5.19386653,4.5,5.3,435729.3,5.0779,217829.05,5.1597,677380.37,2586.0,5.5,161952.0,5.0
2025-12-09,21210.13,5.194675,4.5,5.25,458259.05,5.0908,210093.37,5.1773,693452.85,1014.0,5.5,194103.0,5.0
2025-12-10,21047.97,5.199159,4.5,5.28,475856.95,5.1078,213376.01,5.1749,714282.23,946.0,5.5,175972.0,5.0
2025-12-11,19185.4,5.202537,4.5,5.25,471602.5,5.0573,216721.09,5.1511,711545.29,2361.0,5.5,195055.0,5.0
2025-12-12,16746.03,5.184801,4.5,5.25,447405.9,5.0139,214982.84,5.1156,682981.07,2154.0,5.5,224663.0,5.0
2025-12-13,,,,,,,,,,2709.0,5.5,169149.0,5.0
2025-12-14,,,,,,,,,,2868.0,5.5,167254.0,5.0
2025-12-15,22923.06,5.25127,4.5,5.4,439057.7,5.0902,206657.86,5.1559,671225.92,2694.0,5.5,156385.0,5.0
2025-12-16,22735.79,5.406693451,4.5,5.7,446366.65,5.3159,211013.88,5.3628,682778.62,5418.0,5.5,105016.0,5.0
